fold,valid_cutoff,epoch,lr,train_loss,train_main_mse,train_rmsle_proxy,rmsle,direct_rmsle,hurdle_rmsle,gate_bce,gate_auc,true_nonzero_rate,pred_nonzero_rate,positive_rmse,hurdle_weight,user_scale
3,2026-01-14,7,0.0001768830342929655,3.349339559340777,3.0412715190929047,1.743924172403406,1.6776461601257324,1.6743170022964478,1.685319185256958,0.47964760661125183,0.8545151034792382,0.54066002368927,0.5715833902359009,1.114212989807129,0.5708885788917542,0.0
3,2026-01-14,8,0.00017022175457229725,3.34353300248919,3.036774979938935,1.7426344940746856,1.6837186813354492,1.6780019998550415,1.6936700344085693,0.4827461838722229,0.8547871833034439,0.54066002368927,0.581527590751648,1.1186559200286865,0.5684632062911987,0.0
3,2026-01-14,9,0.0001629006727063226,3.3396998946896446,3.0337001563413315,1.7417520364108467,1.6785112619400024,1.6749309301376343,1.6865308284759521,0.4807628095149994,0.8548018925427965,0.54066002368927,0.5747354626655579,1.1132359504699707,0.566061794757843,0.0
3,2026-01-14,10,0.000155,3.3354846268410725,3.030437126659984,1.7408150753770442,1.675485610961914,1.6760120391845703,1.6803430318832397,0.47920042276382446,0.8547777395403828,0.54066002368927,0.5759273171424866,1.1078835725784302,0.564078688621521,0.0
3,2026-01-14,11,0.00014660629787682203,3.331854274251968,3.0273847462475225,1.7399381443739668,1.6720471382141113,1.6730530261993408,1.6762818098068237,0.47712990641593933,0.854837063719764,0.54066002368927,0.5617051124572754,1.107272982597351,0.5624456405639648,0.0
3,2026-01-14,12,0.0001378115294937453,3.330550657519755,3.0264222674059176,1.7396615381751468,1.678689956665039,1.676825761795044,1.6856796741485596,0.48133984208106995,0.8551307252062592,0.54066002368927,0.5790507793426514,1.1111507415771484,0.5611218810081482,0.0
3,2026-01-14,13,0.00012871205217359835,3.326683109848223,3.023279088671154,1.7387579154877064,1.6772887706756592,1.6753989458084106,1.6841713190078735,0.48006436228752136,0.8551718953178358,0.54066002368927,0.5745031833648682,1.1099047660827637,0.5596286058425903,0.0
3,2026-01-14,14,0.00011940756169408884,3.3240492984093866,3.0212530517813665,1.738175207446409,1.6726744174957275,1.6750611066818237,1.675964593887329,0.4765290319919586,0.855317108822377,0.54066002368927,0.5660627484321594,1.1084301471710205,0.5583273768424988,0.0
3,2026-01-14,15,0.00011000000000000004,3.32340271403099,3.020849807695997,1.7380592071894434,1.678282618522644,1.6764262914657593,1.685784935951233,0.4813336431980133,0.8552265404912196,0.54066002368927,0.576204776763916,1.1108040809631348,0.5569770336151123,0.0
3,2026-01-14,16,0.00010059243830591122,3.320982213202504,3.0188304674496202,1.7374781919349722,1.6827274560928345,1.6796468496322632,1.6910812854766846,0.4829753637313843,0.8553134040670431,0.54066002368927,0.579681932926178,1.1138145923614502,0.5558224320411682,0.0
3,2026-01-14,17,9.128794782640167e-05,3.318702087176899,3.0169555054745945,1.736938543954447,1.6783645153045654,1.6772816181182861,1.6853992938995361,0.47976207733154297,0.8552228364445725,0.54066002368927,0.5737212896347046,1.1119301319122314,0.5549992322921753,0.0
3,2026-01-14,18,8.218847050625476e-05,3.318074265008495,3.0164030212599906,1.7367794970173935,1.6765706539154053,1.675378680229187,1.6827878952026367,0.48089200258255005,0.8553565165272594,0.54066002368927,0.5752025246620178,1.1085710525512695,0.5544137954711914,0.0
3,2026-01-14,19,7.339370212317802e-05,3.317025225206374,3.015618980136463,1.736553765403324,1.6823375225067139,1.6793407201766968,1.6911382675170898,0.48009780049324036,0.8553793020546395,0.54066002368927,0.5758131146430969,1.1185863018035889,0.5538377165794373,0.0
